Value00,Value01,Value02,Value03,Value04,Value05,Value06,Value07,Value08,Value09,TGT0,TGT1,TGT2,TGT3
0.75,-1.1,1.24,-1.52,0.44,-0.48,-1.84,-2.12,-0.79,-0.52,-344.93,-188.05,-250.93,-238.03
1.11,1.12,0.55,0.58,0.6,0.16,-0.36,1.8,-0.32,0.33,357,348.51,459.67,464.22
1.07,-1.61,0.17,-1.4,-1.65,-0.72,0.06,-0.77,-1.49,-0.97,-237.58,-228.38,-221.41,-310.49
-0.66,-2.84,0.19,0.18,0.4,-2.78,-0.13,0.27,0.23,0.42,-326.16,-79.15,-42.83,-300.94
0.15,0.78,1.55,0.56,-1.7,-0.5,1.58,1.09,0.72,2.17,512.25,491.29,572.54,482.5
1.34,0.2,2.01,0.73,-0.9,0.87,1.34,1.97,0.48,0.6,517.16,514.81,644.46,680.83
-1.19,-1.52,0.09,-2.06,0.4,0.7,-0.07,-0.01,-2.55,0.87,-5.97,-75.44,-251.48,-348.1
1.46,0.51,0.09,0.74,-1.81,-0.8,2.11,0.16,1.63,0.92,369.16,380.09,449.5,429.76
0.21,0.05,-1.2,2.06,-1.1,1.67,-0.1,0.64,-0.77,2.32,427.6,359.72,275.56,396.36
-0.09,1.51,-0.68,-0.88,0.07,-3.07,-0.88,-1.72,0.21,-1.07,-274.08,-213.69,-155.03,-320.63
0.46,2.5,-0.74,-0.44,0.89,-0.1,0.62,-0.2,-1.45,1.63,456.28,308.57,212.36,182.43
-1.56,-1.17,-0.21,-0.83,-0.71,-0.36,1.74,0.49,-1.67,-0.37,37.7,-83.29,-124.09,-318.78
0.78,-0.47,-0.66,-1.95,-1.14,0.45,-0.55,-0.39,-3.05,-0.22,-56.51,-187.53,-268.17,-313.59
-2.2,-0.69,-2.4,-0.84,-1.49,0.97,-0.71,0.02,0.03,0.49,-2.46,-166.84,-263.86,-270.19
-1.26,1.8,0.61,-0.46,-0.46,0.52,1.2,1.74,0.51,0.22,496.48,315.35,414.04,351.27
0.6,-0.22,-0.02,1.14,1.28,0.89,2.19,-0.56,-0.17,0.9,373.93,389.15,239.87,320.22
-1.51,-1.78,0.46,-1.61,0.86,-2.08,0,-0.68,-0.61,0.13,-292.62,-174.33,-238.59,-490.76
0.68,0.33,1.43,-0.46,0.94,0.38,0.83,0.24,0.16,1.63,391.77,429.73,378.11,389.31
0.39,-0.13,0.31,-0.76,-0.33,-1.41,0.88,0.33,1.15,3.09,322.96,391.78,360.73,232.95
-0.03,-0.4,-2.58,-0.18,-1.65,-0.08,0.04,-1.02,0.05,-0.72,-114.33,-195.2,-259.06,-233.11
-2.45,0.88,-0.28,-0.77,-2.33,-0.08,-0.72,1.43,-1.32,-1.3,14.68,-219.49,-55.25,-229.44
-1.73,-0.4,-0.36,-0.67,-0.81,0.46,0.18,-0.91,0.05,-1.63,-117.05,-212.11,-240.85,-237.98
0.07,1.85,1.45,0.44,-0.63,0.09,0.69,-0.67,0.67,1.58,424.45,408.55,413.01,436.17
0.51,-0.75,1.18,1.4,-1.14,1.75,-0.66,1.06,0.61,0,224.41,260.93,347.48,505.2
-1.38,-0.16,-1.44,-0.44,1.09,-1.5,-0.92,-0.91,0.27,0,-191.46,-138.55,-206.91,-308.72
0.2,-1.2,-2.55,-2.1,-1.24,0.85,-0.31,0.33,0,-1.58,-118.4,-282.47,-306.72,-279.27
0.52,-1.36,0.22,-0.3,0.43,-0.89,-0.47,-0.66,-0.69,-2.26,-328.45,-224.31,-193.1,-222.16
0.12,-2.05,0.42,-0.44,-1.69,-1.86,-0.03,0.41,0.12,-1.81,-336.04,-235.14,-82.86,-255.43
-0.82,0.45,1.58,0.72,0.44,2.09,0.75,1.21,-0.39,1.4,540.58,467.5,440.56,517.79
2.6,-0.65,2.24,1.07,-0.73,0.49,-0.51,0.19,-0.08,0.3,160.21,319.86,409.42,536.62
-0.29,1.52,0.63,1.36,1.68,-1.24,-0.23,0.03,2.98,0.39,219.8,377.29,475.98,488.45
0.84,-1.27,-1.41,0.13,1.18,-0.31,0.14,-1.71,0.41,-1.4,-226.48,-122.01,-243.22,-149.02
-0.12,-1.71,1.15,0.68,-0.55,-2.32,-0.14,0.08,-0.3,-1.26,-315.95,-123.45,8.11,-183.88
-0.51,-2.09,2.46,0.91,1.31,-2.13,0.64,-1.22,-0.05,-1.54,-345.16,-56.42,-16.02,-165.17
1.21,2.21,0.42,1.21,-0.09,-0.33,0.09,1.36,0.06,1.02,484.54,454.67,582.04,579.54
-0.69,-0.52,-1.44,-0.76,1.36,-0.48,-0.65,-0.48,0.62,-1.84,-217.99,-204.08,-234.24,-227.03
0.64,0.75,0.61,0.32,-0.58,2.11,-1.82,1.41,1.51,0.3,335.91,306.11,422.21,632.86
-0.04,-0.76,0.49,-0.98,-0.65,-1.31,-0.54,-1.09,-1.66,0.1,-195.35,-145.66,-180.35,-323.57
-1.05,-2.25,-0.82,-0.51,-0.51,-1.28,2.5,-0.1,-0.99,0.56,-29.94,-34.05,-135.32,-378.56
0.79,0.44,1.74,0.91,-0.8,-0.33,0,1.69,-0.81,1.37,359.96,392.32,518.91,441.48
-1.25,-2.34,-0.25,0.02,-0.98,-0.19,-1.4,-0.02,-1.24,-0.79,-333.88,-296.33,-281.97,-362.6
0.17,-0.85,0.06,-0.74,1.14,1.33,-0.42,-1.78,-0.93,-1.43,-133.63,-128.82,-276.32,-126.92
-0.02,-0.95,0.28,0.86,-0.97,-1.26,-0.2,-2.07,0.15,-0.54,-263.41,-120.58,-141.27,-160.35
1.33,1.36,-1.12,2.72,-0.23,0.02,-0.49,-0.17,0.94,1.08,301.96,356.92,385.69,535.82
1.36,0.45,0.51,1.06,0.52,-0.38,-0.21,0.73,1.19,1.46,322.48,438.04,489.81,532.51
-1.4,-0.25,-2.01,0.94,0.76,0.4,-0.76,-1.02,-1.15,-0.09,-80.77,-110.34,-258.64,-219.18
-0.14,0.4,-0.68,-0.43,0.17,-0.73,-0.78,-2.01,-0.87,-1.84,-277.34,-268.18,-314.21,-313.31
-0.24,2.3,1.04,-0.95,2.29,1.55,0.72,-1.1,0.24,1.03,509.78,405.47,252.89,389.72
1.37,0.61,0.21,0.74,-0.01,1.5,1.56,1.18,0.72,-0.29,494.23,412.21,451.26,592.76
0.86,0.49,0,0.55,-1.54,1.42,-0.12,1.96,-0.07,0.97,455.3,343.11,434.98,501.09
-0.89,-0.05,-1.24,0.54,-0.65,-2.98,0.1,-0.69,-2.21,-0.61,-279.97,-255.83,-240.51,-518.58
0.97,1.94,-1.35,1.88,-1.27,-0.75,-1.17,1.92,1.48,-0.41,251.16,230.2,474.64,506.38
-0.23,0.68,0.8,-1.45,-0.31,0.14,1.73,1.52,1.72,0.37,446.44,343.71,427.68,356.5
-1.85,-1.63,-0.9,-0.98,0.8,-1.84,0.6,1.97,-0.2,-2.12,-225.6,-235.57,-119.04,-396.28
0.24,-0.46,0.41,-0.16,-1.01,1.51,2.41,0.76,0.43,0.32,433.85,320.66,294.27,350.71
2.24,-0.98,0.4,1.76,0.98,-0.15,1.87,-0.1,0.41,0.95,295.53,450.05,391.64,462.05
0.22,-1.31,-0.97,-2.41,0.71,-0.54,-1.85,-0.5,0.61,-1.17,-343.28,-274.4,-289.66,-307.23
1.91,0.8,0.91,1.87,-0.86,-0.16,-0.27,0.61,0.92,0.95,324.49,414.04,557.08,632.67
0.15,0.38,-0.22,0.92,0.89,0.63,0.24,0.36,0.45,2.03,400.13,413.87,339.17,396.95
0.88,1.99,0.01,-0.17,0.05,0.05,0.09,1.81,-0.53,0.21,428.4,305.57,427.6,390.21
-0.23,-0.58,-0.03,0.38,1.1,-1.57,-0.35,-1.18,1.3,-1.63,-273,-106.97,-75,-98.23
1.54,0.61,1.02,-0.11,-0.69,1.21,0.29,0.69,1.3,-1.05,292.2,256.73,379.3,520.16
-2.22,-1.6,-1.37,-0.35,-0.64,0.05,0.63,-0.74,1.54,-1.1,-169.74,-202.6,-255.5,-285.47
0.52,1.78,0.48,1.1,0.39,0.54,2.13,1.65,-1.2,1.8,723.19,585.31,583.79,547.77
-0.15,-1.6,-0.45,-1.32,-0.38,-0.19,-1,-0.81,-0.74,-0.13,-229.78,-187.58,-267.39,-308.3
0.1,-0.65,-1.26,-0.93,0.45,1.08,-0.45,-2,0.38,-0.02,-60.52,-60.01,-250.06,-101.94
-2.19,-0.89,-0.01,0.6,0.17,0.92,-0.18,-1.1,-1.09,-0.92,-119.06,-145.51,-247.25,-231.74
-0.81,-0.33,0.71,0.06,0.55,-0.13,0.22,3.8,2.32,-1.09,272.84,279.56,539.66,439.37
1.63,1.51,1.44,1.01,0.99,0.21,1.29,-0.43,-2.26,1.6,478.25,478.83,392.49,425.7
2.76,0.26,1.3,0.37,0.48,1.44,-0.07,0.51,-0.12,0.28,359.67,404.79,433.47,614.24
1.21,-0.95,-0.53,0.47,-0.54,-1.28,-1.13,-1.04,0.79,-1.16,-291.96,-140.5,-81.43,-50.44
-1.35,-0.44,-1.15,-2.58,-0.35,-0.41,-1.03,-0.54,0.03,-1.64,-278.53,-368.27,-379.47,-460.57
-1.04,-2.67,1.37,0.55,0.77,-1.26,-1.2,0.04,0.23,0.49,-273.03,-7.23,6.24,-111.03
-0.72,-1.74,-1.48,-0.12,-0.33,-1.42,-0.45,-2.8,-1.19,1.66,-308.33,-199.42,-436.15,-517.49
-0.47,0.67,-1.02,-0.58,-0.76,-0.48,0.11,-1.35,-3.39,-0.95,-104.39,-257.38,-353.37,-448.63
0.3,1.12,-0.77,-0.05,-1.42,-0.85,-1.52,-0.98,-1.36,-0.95,-157.06,-205.3,-145.24,-171.71
0.31,-0.25,0.51,-1.41,-2.16,-0.86,0.19,-0.81,-1.17,-1.36,-160.21,-218.47,-153.52,-268.71
-1.02,-1.66,0.39,-1.7,-2.26,-1.47,0.04,1.65,0.16,-0.99,-172.82,-197.39,-15.29,-272.89
-0.37,-1.71,-1.35,-1.14,1.05,-1.69,-0.07,-1.66,-1.34,-0.16,-351.09,-262.56,-427.19,-564.11
0.57,-1.54,-0.29,0.54,1.63,-2.37,-0.79,-0.26,0.13,-0.77,-326.03,-73.49,-43.79,-164.72
-0.06,1.82,0.57,-1.51,1,1.83,0.31,1.64,-1.33,-0.61,456.94,240.28,255.03,300.68
1.8,-0.03,0.09,1.31,0.01,-0.19,0.95,1.18,1.04,-0.29,271.03,336.89,450.62,499.45
0.27,1.4,0.88,-0.1,-0.09,0.37,2.12,0.49,0.76,-0.43,439.56,338.78,391.36,401.79
0.42,0.05,-0.74,0.5,-1.2,0.91,0.69,2.68,-0.2,1.35,495.25,361.97,437.73,415.46
-0.61,1.93,-0.17,-0.73,0.63,1.24,-0.23,0.94,-1.02,1.95,526.33,349.39,274.76,294.35
-0.84,-0.4,-0.09,-1.3,-2.31,-0.67,-1.54,0.8,-0.89,-0.42,-152.14,-220.75,-94.04,-239.2
0.53,-1.35,1.32,-2.37,-0.51,-0.87,0.83,-0.1,-1.68,-1.56,-163.56,-174.79,-143.35,-313.46
-1.38,-0.5,-1,-2.64,-0.68,-1.17,-0.12,0.43,-0.49,1.3,5.2,-84.35,-140.99,-365.81
-1.22,-1.46,-1.1,-2.72,0.02,0.09,-0.65,-0.48,1.4,0.17,-139.44,-160.11,-258.43,-292.18
-0.78,-1.04,0.57,-1.62,1.9,-2.31,-0.19,-2.26,0.38,1.18,-238.8,-42.78,-196.23,-352.09
-0.44,1.33,-0.18,0.06,-0.59,-0.32,0.02,2.34,-0.61,1.58,445.11,327.49,427.24,291.28
0.24,-1.32,-0.42,1.04,-0.62,0.73,2.03,1.23,1.37,1.4,400.49,400.71,376.88,406.62
1.7,1.83,1.43,-0.97,2.49,-0.48,0.14,0.47,-0.09,0.36,360.99,403.98,429.93,431.92
1.48,-0.78,0.26,1,0.93,-1.46,-1.88,-1.15,0.1,-1.4,-355.86,-101.81,-40.89,-9.07
